"Ngày","Đóng cửa","Mở cửa","Cao nhất","Thấp nhất","KL","% Thay đổi"
"16/12/2015","106,667.0","105,833.0","107,500.0","105,000.0","794.87K","1.59%"
"15/12/2015","105,000.0","103,333.0","105,833.0","103,333.0","853.04K","1.61%"
"14/12/2015","103,333.0","102,500.0","104,167.0","101,667.0","284.52K","0.81%"
"11/12/2015","102,500.0","102,500.0","104,167.0","101,667.0","385.28K","0.00%"
"10/12/2015","102,500.0","102,500.0","104,167.0","101,667.0","302.78K","0.00%"
"09/12/2015","102,500.0","104,167.0","105,833.0","102,500.0","564.76K","-1.60%"
"08/12/2015","104,167.0","100,000.0","104,167.0","98,333.0","1.04M","4.17%"
"07/12/2015","100,000.0","101,667.0","102,500.0","100,000.0","425.27K","-2.44%"
"04/12/2015","102,500.0","102,500.0","102,500.0","100,833.0","304.79K","0.00%"
"03/12/2015","102,500.0","102,500.0","103,333.0","100,833.0","460.50K","0.00%"
"02/12/2015","102,500.0","100,833.0","103,333.0","100,833.0","494.35K","0.82%"
"01/12/2015","101,667.0","103,333.0","103,333.0","100,833.0","1.32M","-1.61%"
"30/11/2015","103,333.0","104,167.0","105,000.0","102,500.0","1.01M","0.00%"
"27/11/2015","103,333.0","102,500.0","105,833.0","102,500.0","1.34M","0.81%"
"26/11/2015","102,500.0","104,167.0","105,000.0","102,500.0","293.75K","-1.60%"
"25/11/2015","104,167.0","101,667.0","105,000.0","100,000.0","1.14M","1.63%"
"24/11/2015","102,500.0","105,833.0","106,667.0","100,833.0","3.08M","-3.15%"
"23/11/2015","105,833.0","110,833.0","110,833.0","105,000.0","2.03M","-3.05%"
"20/11/2015","109,167.0","108,333.0","110,833.0","108,333.0","850.62K","0.77%"
"19/11/2015","108,333.0","110,000.0","111,667.0","108,333.0","1.16M","-1.52%"
"18/11/2015","110,000.0","110,833.0","112,500.0","108,333.0","1.67M","-1.49%"
"17/11/2015","111,667.0","116,667.0","116,667.0","110,833.0","2.25M","-4.29%"
"16/11/2015","116,667.0","114,167.0","116,667.0","114,167.0","1.11M","2.19%"
"13/11/2015","114,167.0","110,000.0","115,000.0","110,000.0","1.19M","3.79%"
"12/11/2015","110,000.0","109,167.0","110,000.0","106,667.0","655.24K","1.54%"
"11/11/2015","108,333.0","105,833.0","110,000.0","105,833.0","999.92K","1.56%"
"10/11/2015","106,667.0","105,833.0","107,500.0","105,000.0","779.92K","0.79%"
"09/11/2015","105,833.0","107,500.0","108,333.0","105,000.0","880.19K","-1.55%"
"06/11/2015","107,500.0","106,667.0","110,833.0","105,833.0","1.99M","0.78%"
"05/11/2015","106,667.0","103,333.0","107,500.0","102,500.0","1.11M","4.07%"
"04/11/2015","102,500.0","103,333.0","104,167.0","102,500.0","533.74K","0.00%"
"03/11/2015","102,500.0","100,833.0","103,333.0","99,167.0","2.83M","5.13%"
"02/11/2015","97,500.0","98,333.0","99,167.0","96,667.0","858.60K","-0.85%"
"30/10/2015","98,333.0","99,167.0","100,000.0","97,500.0","711.35K","-0.84%"
"29/10/2015","99,167.0","95,833.0","99,167.0","95,833.0","1.38M","4.39%"
"28/10/2015","95,000.0","95,833.0","96,667.0","95,000.0","439.60K","0.00%"
"27/10/2015","95,000.0","95,000.0","95,833.0","94,167.0","472.73K","0.88%"
"26/10/2015","94,167.0","96,667.0","97,500.0","94,167.0","919.20K","-1.74%"
"23/10/2015","95,833.0","95,000.0","95,833.0","94,167.0","685.22K","0.88%"
"22/10/2015","95,000.0","93,333.0","95,000.0","93,333.0","595.27K","0.88%"
"21/10/2015","94,167.0","92,500.0","95,000.0","92,500.0","870.64K","0.89%"
"20/10/2015","93,333.0","93,333.0","95,833.0","92,500.0","1.38M","0.90%"
"19/10/2015","92,500.0","89,167.0","93,333.0","88,333.0","1.56M","4.72%"
"16/10/2015","88,333.0","87,500.0","90,000.0","87,500.0","1.02M","0.95%"
"15/10/2015","87,500.0","88,333.0","88,333.0","86,667.0","499.66K","-0.94%"
"14/10/2015","88,333.0","88,333.0","90,833.0","87,500.0","2.46M","3.92%"
"13/10/2015","85,000.0","84,167.0","85,000.0","84,167.0","337.31K","0.99%"
"12/10/2015","84,167.0","84,167.0","85,000.0","83,333.0","418.98K","0.00%"
"09/10/2015","84,167.0","84,167.0","85,833.0","84,167.0","383.98K","0.00%"
"08/10/2015","84,167.0","85,000.0","85,833.0","84,167.0","489.96K","-0.98%"
"07/10/2015","85,000.0","85,000.0","85,833.0","84,167.0","480.08K","-0.97%"
"06/10/2015","85,833.0","86,667.0","87,500.0","85,000.0","454.39K","0.00%"
"05/10/2015","85,833.0","84,167.0","86,667.0","83,333.0","1.02M","3.00%"
"02/10/2015","83,333.0","83,333.0","84,167.0","83,333.0","189.82K","-0.99%"
"01/10/2015","84,167.0","83,333.0","84,167.0","83,333.0","241.58K","1.00%"
"30/09/2015","83,333.0","83,333.0","85,000.0","83,333.0","155.63K","0.00%"
"29/09/2015","83,333.0","84,167.0","84,167.0","82,917.0","311.05K","-1.96%"
"28/09/2015","85,000.0","84,167.0","85,833.0","84,167.0","438.59K","0.99%"
"25/09/2015","84,167.0","83,333.0","84,167.0","82,917.0","221.51K","1.00%"
"24/09/2015","83,333.0","84,167.0","84,167.0","83,333.0","314.88K","-0.99%"
"23/09/2015","84,167.0","85,000.0","86,667.0","84,167.0","465.80K","-0.98%"
"22/09/2015","85,000.0","82,500.0","85,000.0","82,500.0","799.54K","3.03%"
"21/09/2015","82,500.0","82,083.0","82,917.0","81,667.0","257.56K","0.51%"
"18/09/2015","82,083.0","81,667.0","82,500.0","81,667.0","269.83K","1.03%"
"17/09/2015","81,250.0","81,250.0","81,667.0","80,833.0","316.63K","0.00%"
"16/09/2015","81,250.0","81,250.0","81,667.0","80,833.0","196.56K","0.00%"
"15/09/2015","81,250.0","81,250.0","82,083.0","80,833.0","348.92K","0.00%"
"14/09/2015","81,250.0","81,667.0","82,083.0","81,250.0","178.70K","-1.01%"
"11/09/2015","82,083.0","82,917.0","83,333.0","82,083.0","171.37K","-1.01%"
"10/09/2015","82,917.0","81,667.0","83,333.0","81,250.0","328.61K","2.05%"
"09/09/2015","81,250.0","81,667.0","81,667.0","80,833.0","226.43K","0.52%"
"08/09/2015","80,833.0","80,417.0","81,667.0","80,417.0","440.70K","0.00%"
"07/09/2015","80,833.0","81,667.0","82,083.0","80,833.0","405.88K","-1.52%"
"04/09/2015","82,083.0","82,500.0","82,500.0","81,667.0","165.26K","-0.51%"
"03/09/2015","82,500.0","82,917.0","83,333.0","81,667.0","314.98K","-0.50%"
"01/09/2015","82,917.0","83,333.0","84,167.0","82,917.0","355.67K","-0.50%"
"31/08/2015","83,333.0","84,167.0","85,833.0","82,917.0","355.68K","-0.99%"
"28/08/2015","84,167.0","83,333.0","84,167.0","82,500.0","541.55K","1.51%"
"27/08/2015","82,917.0","84,167.0","84,167.0","82,500.0","305.06K","-0.50%"
"26/08/2015","83,333.0","80,417.0","84,167.0","80,417.0","580.96K","4.17%"
"25/08/2015","80,000.0","76,667.0","82,083.0","76,667.0","959.14K","1.59%"
"24/08/2015","78,750.0","82,917.0","82,917.0","78,333.0","1.42M","-6.44%"
"21/08/2015","84,167.0","83,333.0","84,167.0","81,667.0","835.40K","-0.98%"
"20/08/2015","85,000.0","85,833.0","86,667.0","85,000.0","339.00K","-1.92%"
"19/08/2015","86,667.0","85,000.0","86,667.0","84,167.0","465.02K","0.97%"
"18/08/2015","85,833.0","85,833.0","86,667.0","84,167.0","613.12K","0.00%"
"17/08/2015","85,833.0","87,500.0","87,500.0","85,000.0","464.51K","-1.91%"
"14/08/2015","87,500.0","87,500.0","89,167.0","86,667.0","566.09K","0.00%"
"13/08/2015","87,500.0","85,833.0","87,500.0","85,000.0","734.78K","1.94%"
"12/08/2015","85,833.0","86,667.0","87,500.0","85,000.0","857.90K","-1.91%"
"11/08/2015","87,500.0","90,000.0","90,833.0","87,500.0","525.76K","-1.87%"
"10/08/2015","89,167.0","85,000.0","89,167.0","85,000.0","1.15M","7.00%"
"07/08/2015","83,333.0","81,250.0","83,333.0","80,833.0","731.90K","3.09%"
"06/08/2015","80,833.0","80,417.0","82,083.0","80,000.0","590.96K","1.04%"
"05/08/2015","80,000.0","79,167.0","80,417.0","79,167.0","520.56K","-1.54%"
"04/08/2015","81,250.0","82,639.0","82,639.0","81,250.0","723.31K","-1.68%"
"03/08/2015","82,639.0","83,333.0","83,333.0","81,944.0","388.80K","-0.83%"
"31/07/2015","83,333.0","82,639.0","84,028.0","81,944.0","580.58K","0.84%"
"30/07/2015","82,639.0","84,028.0","84,028.0","82,639.0","317.45K","-1.65%"
"29/07/2015","84,028.0","84,028.0","84,722.0","83,333.0","396.62K","0.00%"
"28/07/2015","84,028.0","84,722.0","85,417.0","84,028.0","492.01K","-0.82%"
"27/07/2015","84,722.0","84,028.0","84,722.0","83,333.0","468.68K","0.00%"
"24/07/2015","84,722.0","85,417.0","85,417.0","84,028.0","584.81K","0.00%"
"23/07/2015","84,722.0","83,333.0","86,111.0","83,333.0","1.64M","2.52%"
"22/07/2015","82,639.0","81,250.0","82,639.0","80,555.0","706.39K","1.71%"
"21/07/2015","81,250.0","80,555.0","81,250.0","80,555.0","155.32K","0.86%"
"20/07/2015","80,555.0","81,250.0","81,250.0","79,861.0","273.57K","-0.86%"
"17/07/2015","81,250.0","81,250.0","81,944.0","80,555.0","437.95K","0.00%"
"16/07/2015","81,250.0","81,944.0","81,944.0","80,555.0","392.99K","-0.85%"
"15/07/2015","81,944.0","81,944.0","82,639.0","81,250.0","523.30K","0.00%"
"14/07/2015","81,944.0","81,250.0","81,944.0","80,555.0","448.72K","0.85%"
"13/07/2015","81,250.0","81,250.0","81,250.0","80,555.0","484.81K","1.74%"
"10/07/2015","79,861.0","79,861.0","80,555.0","79,167.0","257.42K","0.00%"
"09/07/2015","79,861.0","79,167.0","80,555.0","79,167.0","247.64K","0.00%"
"08/07/2015","79,861.0","81,250.0","81,250.0","79,167.0","391.31K","-1.71%"
"07/07/2015","81,250.0","80,555.0","81,250.0","79,861.0","315.35K","0.86%"
"06/07/2015","80,555.0","79,861.0","81,944.0","79,861.0","913.80K","0.87%"
"03/07/2015","79,861.0","79,167.0","79,861.0","78,472.0","199.86K","0.88%"
"02/07/2015","79,167.0","79,167.0","79,861.0","78,472.0","228.70K","0.00%"
"01/07/2015","79,167.0","78,472.0","79,861.0","78,472.0","525.96K","0.89%"
"30/06/2015","78,472.0","78,472.0","79,167.0","77,778.0","532.83K","-0.88%"
"29/06/2015","79,167.0","79,167.0","79,861.0","78,472.0","446.86K","0.00%"
"26/06/2015","79,167.0","76,389.0","80,555.0","76,389.0","1.47M","2.70%"
"25/06/2015","77,083.0","75,694.0","77,083.0","75,000.0","371.87K","1.84%"
"24/06/2015","75,694.0","76,389.0","77,083.0","75,694.0","352.94K","-1.80%"
"23/06/2015","77,083.0","77,778.0","78,472.0","76,389.0","361.82K","-0.89%"
"22/06/2015","77,778.0","75,000.0","77,778.0","75,000.0","1.06M","4.67%"
"19/06/2015","74,305.0","74,305.0","75,000.0","73,611.0","719.45K","0.94%"
"18/06/2015","73,611.0","72,917.0","73,611.0","72,917.0","169.30K","0.95%"
"17/06/2015","72,917.0","72,917.0","73,611.0","72,222.0","146.33K","0.00%"
"16/06/2015","72,917.0","73,611.0","73,611.0","72,222.0","107.91K","-0.94%"
"15/06/2015","73,611.0","72,917.0","73,611.0","72,917.0","57.46K","0.00%"
"12/06/2015","73,611.0","73,611.0","74,305.0","72,917.0","124.76K","-1.85%"
"11/06/2015","75,000.0","74,305.0","75,000.0","74,305.0","207.91K","0.94%"
"10/06/2015","74,305.0","74,305.0","75,000.0","73,611.0","85.62K","0.00%"
"09/06/2015","74,305.0","75,000.0","75,000.0","74,305.0","93.25K","-0.93%"
"08/06/2015","75,000.0","74,305.0","75,000.0","74,305.0","91.22K","0.94%"
"05/06/2015","74,305.0","74,305.0","75,000.0","73,611.0","103.75K","0.00%"
"04/06/2015","74,305.0","73,611.0","75,000.0","73,611.0","129.11K","0.94%"
"03/06/2015","73,611.0","73,611.0","74,305.0","72,917.0","166.41K","0.00%"
"02/06/2015","73,611.0","73,611.0","73,611.0","72,917.0","44.37K","0.00%"
"01/06/2015","73,611.0","73,611.0","74,305.0","72,917.0","178.99K","0.95%"
"29/05/2015","72,917.0","73,611.0","73,611.0","72,917.0","77.89K","-0.94%"
"28/05/2015","73,611.0","72,917.0","73,611.0","72,917.0","57.60K","0.00%"
"27/05/2015","73,611.0","72,917.0","73,611.0","72,917.0","85.87K","0.00%"
"26/05/2015","73,611.0","73,611.0","73,611.0","72,917.0","138.53K","0.00%"
"25/05/2015","73,611.0","74,305.0","74,305.0","72,917.0","141.65K","-0.93%"
"22/05/2015","74,305.0","73,611.0","74,305.0","73,611.0","66.97K","0.94%"
"21/05/2015","73,611.0","74,305.0","74,305.0","72,917.0","100.99K","-0.93%"
"20/05/2015","74,305.0","72,222.0","74,305.0","72,222.0","264.37K","1.90%"
"19/05/2015","72,917.0","72,222.0","72,917.0","72,222.0","66.56K","0.00%"
"18/05/2015","72,917.0","72,222.0","72,917.0","71,528.0","128.03K","0.00%"
"15/05/2015","72,917.0","72,917.0","73,611.0","72,222.0","141.61K","0.00%"
"14/05/2015","72,917.0","72,917.0","73,611.0","72,222.0","130.97K","0.00%"
"13/05/2015","72,917.0","72,917.0","73,611.0","72,917.0","65.13K","0.00%"
"12/05/2015","72,917.0","73,611.0","74,305.0","72,917.0","85.98K","-0.94%"
"11/05/2015","73,611.0","73,611.0","74,305.0","72,917.0","124.14K","0.00%"
"08/05/2015","73,611.0","73,611.0","74,305.0","73,611.0","104.17K","0.00%"
"07/05/2015","73,611.0","73,611.0","75,000.0","72,917.0","142.69K","0.00%"
"06/05/2015","73,611.0","73,611.0","74,305.0","72,917.0","170.31K","0.00%"
"05/05/2015","73,611.0","73,611.0","73,611.0","72,222.0","305.31K","0.00%"
"04/05/2015","73,611.0","74,305.0","75,000.0","73,611.0","232.37K","-1.85%"
"27/04/2015","75,000.0","75,694.0","75,694.0","75,000.0","108.25K","-0.92%"
"24/04/2015","75,694.0","75,694.0","75,694.0","75,000.0","197.01K","0.93%"
"23/04/2015","75,000.0","75,000.0","75,694.0","75,000.0","69.58K","0.00%"
"22/04/2015","75,000.0","75,000.0","75,694.0","74,305.0","65.51K","0.00%"
"21/04/2015","75,000.0","75,000.0","75,694.0","74,305.0","64.83K","0.00%"
"20/04/2015","75,000.0","75,694.0","75,694.0","74,305.0","189.32K","0.00%"
"17/04/2015","75,000.0","75,000.0","75,694.0","75,000.0","87.52K","0.00%"
"16/04/2015","75,000.0","75,694.0","75,694.0","75,000.0","101.69K","-0.92%"
"15/04/2015","75,694.0","76,389.0","76,389.0","75,000.0","185.17K","-0.91%"
"14/04/2015","76,389.0","77,083.0","77,083.0","75,694.0","289.17K","0.00%"
"13/04/2015","76,389.0","76,389.0","77,083.0","75,000.0","397.27K","1.85%"
"10/04/2015","75,000.0","73,611.0","75,694.0","73,611.0","334.71K","1.89%"
"09/04/2015","73,611.0","73,611.0","74,305.0","73,611.0","106.69K","0.00%"
"08/04/2015","73,611.0","73,611.0","74,305.0","73,611.0","210.34K","0.00%"
"07/04/2015","73,611.0","72,222.0","73,611.0","72,222.0","165.74K","1.92%"
"06/04/2015","72,222.0","72,917.0","73,611.0","72,222.0","123.21K","-0.95%"
"03/04/2015","72,917.0","72,917.0","73,611.0","72,222.0","81.45K","-0.94%"
"02/04/2015","73,611.0","72,222.0","73,611.0","72,222.0","139.85K","0.95%"
"01/04/2015","72,917.0","73,611.0","73,611.0","72,222.0","217.99K","-0.94%"
"31/03/2015","73,611.0","72,917.0","73,611.0","72,222.0","132.71K","0.95%"
"30/03/2015","72,917.0","73,611.0","73,611.0","72,222.0","102.76K","0.00%"
"27/03/2015","72,917.0","73,611.0","74,305.0","72,917.0","115.72K","-1.87%"
"26/03/2015","74,305.0","73,611.0","74,305.0","72,917.0","140.88K","0.00%"
"25/03/2015","74,305.0","74,305.0","74,305.0","72,917.0","132.15K","0.00%"
"24/03/2015","74,305.0","74,305.0","74,305.0","73,611.0","137.43K","0.00%"
"23/03/2015","74,305.0","74,305.0","75,000.0","73,611.0","160.86K","0.00%"
"20/03/2015","74,305.0","74,305.0","75,000.0","74,305.0","117.75K","-0.93%"
"19/03/2015","75,000.0","75,000.0","75,694.0","74,305.0","168.22K","-0.92%"
"18/03/2015","75,694.0","75,000.0","75,694.0","75,000.0","124.69K","0.00%"
"17/03/2015","75,694.0","75,694.0","75,694.0","75,000.0","98.31K","0.00%"
"16/03/2015","75,694.0","75,000.0","75,694.0","75,000.0","221.39K","0.93%"
"13/03/2015","75,000.0","75,000.0","75,694.0","74,305.0","235.61K","-0.92%"
"12/03/2015","75,694.0","75,000.0","75,694.0","74,305.0","187.69K","0.93%"
"11/03/2015","75,000.0","75,000.0","75,694.0","74,305.0","235.99K","0.00%"
"10/03/2015","75,000.0","74,305.0","75,000.0","74,305.0","207.78K","0.94%"
"09/03/2015","74,305.0","74,305.0","75,000.0","74,305.0","101.30K","0.00%"
"06/03/2015","74,305.0","75,000.0","75,694.0","74,305.0","165.01K","-0.93%"
"05/03/2015","75,000.0","75,694.0","75,694.0","74,305.0","132.12K","-0.92%"
"04/03/2015","75,694.0","75,000.0","75,694.0","74,305.0","107.24K","0.93%"
"03/03/2015","75,000.0","74,305.0","75,000.0","73,611.0","166.98K","0.94%"
"02/03/2015","74,305.0","75,000.0","75,694.0","74,305.0","148.85K","-0.93%"
"27/02/2015","75,000.0","75,694.0","75,694.0","74,305.0","119.58K","0.00%"
"26/02/2015","75,000.0","75,694.0","76,389.0","75,000.0","226.63K","-0.92%"
"25/02/2015","75,694.0","74,305.0","75,694.0","74,305.0","253.10K","1.87%"
"24/02/2015","74,305.0","73,611.0","74,305.0","73,611.0","148.34K","0.94%"
"13/02/2015","73,611.0","72,917.0","73,611.0","72,222.0","209.66K","0.95%"
"12/02/2015","72,917.0","72,222.0","72,917.0","72,222.0","84.72K","0.00%"
"11/02/2015","72,917.0","71,528.0","72,917.0","71,528.0","267.73K","1.94%"
"10/02/2015","71,528.0","71,528.0","72,222.0","71,528.0","111.47K","-0.96%"
"09/02/2015","72,222.0","71,528.0","72,222.0","70,833.0","140.26K","0.97%"
"06/02/2015","71,528.0","71,528.0","72,222.0","71,528.0","71.34K","0.00%"
"05/02/2015","71,528.0","71,528.0","72,917.0","70,833.0","224.04K","0.00%"
"04/02/2015","71,528.0","70,139.0","71,528.0","69,444.0","140.72K","1.98%"
"03/02/2015","70,139.0","71,528.0","72,222.0","70,139.0","248.49K","-1.94%"
"02/02/2015","71,528.0","72,222.0","72,917.0","71,528.0","126.69K","-0.96%"
"30/01/2015","72,222.0","72,222.0","72,917.0","71,528.0","209.78K","-0.95%"
"29/01/2015","72,917.0","70,139.0","72,917.0","70,139.0","579.01K","3.96%"
"28/01/2015","70,139.0","70,139.0","71,528.0","70,139.0","118.15K","-0.98%"
"27/01/2015","70,833.0","69,097.0","72,222.0","69,097.0","373.52K","2.51%"
"26/01/2015","69,097.0","69,444.0","70,139.0","69,097.0","166.08K","-0.50%"
"23/01/2015","69,444.0","69,444.0","70,139.0","68,750.0","118.87K","0.50%"
"22/01/2015","69,097.0","69,444.0","70,139.0","69,097.0","61.47K","-0.50%"
"21/01/2015","69,444.0","70,139.0","70,833.0","69,097.0","116.54K","0.00%"
"20/01/2015","69,444.0","68,403.0","70,139.0","68,403.0","102.15K","0.50%"
"19/01/2015","69,097.0","69,444.0","69,444.0","68,750.0","87.77K","-0.50%"
"16/01/2015","69,444.0","69,444.0","69,444.0","69,097.0","48.59K","0.00%"
"15/01/2015","69,444.0","70,139.0","70,139.0","69,097.0","123.97K","-0.99%"
"14/01/2015","70,139.0","71,528.0","71,528.0","69,444.0","126.07K","-0.98%"
"13/01/2015","70,833.0","69,444.0","70,833.0","69,097.0","121.75K","2.00%"
"12/01/2015","69,444.0","71,528.0","71,528.0","69,444.0","213.80K","-2.91%"
"09/01/2015","71,528.0","69,097.0","71,528.0","68,750.0","418.16K","4.57%"
"08/01/2015","68,403.0","68,056.0","68,750.0","67,708.0","101.74K","0.51%"
"07/01/2015","68,056.0","66,667.0","68,403.0","66,667.0","279.55K","2.08%"
"06/01/2015","66,667.0","66,667.0","67,361.0","65,972.0","145.28K","0.00%"
"05/01/2015","66,667.0","66,667.0","67,014.0","66,319.0","101.22K","0.52%"
"31/12/2014","66,319.0","65,972.0","66,319.0","65,625.0","147.18K","1.59%"
"30/12/2014","65,278.0","65,278.0","65,278.0","64,583.0","72.53K","0.00%"
"29/12/2014","65,278.0","65,278.0","65,625.0","64,583.0","139.77K","0.00%"
"26/12/2014","65,278.0","65,972.0","65,972.0","64,931.0","158.24K","-0.53%"
"25/12/2014","65,625.0","65,625.0","66,667.0","65,278.0","129.05K","-0.53%"
"24/12/2014","65,972.0","66,667.0","66,667.0","65,625.0","114.73K","-0.52%"
"23/12/2014","66,319.0","65,625.0","68,403.0","64,583.0","352.83K","2.14%"
"22/12/2014","64,931.0","65,278.0","65,278.0","64,583.0","129.98K","-0.53%"
"19/12/2014","65,278.0","65,278.0","65,625.0","64,236.0","194.79K","0.00%"
"18/12/2014","65,278.0","64,236.0","65,278.0","64,236.0","148.68K","1.62%"
"17/12/2014","64,236.0","67,708.0","68,056.0","64,236.0","334.97K","-5.13%"
"16/12/2014","67,708.0","68,403.0","68,403.0","67,361.0","132.68K","-1.02%"
"15/12/2014","68,403.0","68,750.0","68,750.0","68,403.0","66.46K","-0.50%"
"12/12/2014","68,750.0","68,403.0","68,750.0","68,403.0","52.49K","0.00%"
"11/12/2014","68,750.0","68,403.0","68,750.0","68,056.0","39.77K","0.00%"
"10/12/2014","68,750.0","68,750.0","68,750.0","68,056.0","74.09K","0.51%"
"09/12/2014","68,403.0","69,097.0","69,444.0","68,403.0","220.57K","-1.00%"
"08/12/2014","69,097.0","69,444.0","69,444.0","69,097.0","66.66K","0.00%"
"05/12/2014","69,097.0","69,444.0","70,139.0","69,097.0","69.16K","-1.49%"
"04/12/2014","70,139.0","69,444.0","70,139.0","69,097.0","78.45K","1.00%"
"03/12/2014","69,444.0","69,097.0","69,444.0","69,097.0","43.10K","0.50%"
"02/12/2014","69,097.0","69,097.0","69,444.0","69,097.0","58.64K","0.00%"
"01/12/2014","69,097.0","68,403.0","69,097.0","68,056.0","72.43K","0.50%"
"28/11/2014","68,750.0","68,750.0","69,097.0","68,403.0","160.65K","-0.50%"
"27/11/2014","69,097.0","69,444.0","69,444.0","68,750.0","130.16K","-0.50%"
"26/11/2014","69,444.0","69,444.0","70,139.0","68,750.0","110.25K","0.00%"
"25/11/2014","69,444.0","69,444.0","70,139.0","69,444.0","131.89K","0.00%"
"24/11/2014","69,444.0","70,139.0","70,139.0","69,097.0","134.27K","-0.99%"
"21/11/2014","70,139.0","70,139.0","70,833.0","70,139.0","105.31K","0.00%"
"20/11/2014","70,139.0","70,833.0","70,833.0","70,139.0","113.11K","0.00%"
"19/11/2014","70,139.0","71,528.0","72,222.0","70,139.0","196.82K","-1.94%"
"18/11/2014","71,528.0","72,222.0","72,222.0","71,528.0","141.91K","-0.96%"
"17/11/2014","72,222.0","72,222.0","72,917.0","71,528.0","125.58K","0.00%"
"14/11/2014","72,222.0","72,222.0","72,917.0","71,528.0","162.98K","0.00%"
"13/11/2014","72,222.0","72,917.0","72,917.0","72,222.0","98.01K","0.00%"
"12/11/2014","72,222.0","72,917.0","72,917.0","72,222.0","92.78K","0.00%"
"11/11/2014","72,222.0","72,917.0","72,917.0","72,222.0","119.03K","0.00%"
"10/11/2014","72,222.0","72,917.0","72,917.0","72,222.0","151.83K","0.00%"
"07/11/2014","72,222.0","72,222.0","72,917.0","72,222.0","129.70K","0.00%"
"06/11/2014","72,222.0","72,222.0","72,917.0","72,222.0","83.22K","0.00%"
"05/11/2014","72,222.0","72,222.0","72,917.0","71,528.0","236.15K","-0.95%"
"04/11/2014","72,917.0","72,917.0","73,611.0","72,917.0","194.20K","0.00%"
"03/11/2014","72,917.0","72,917.0","73,611.0","72,917.0","116.71K","0.00%"
"31/10/2014","72,917.0","72,222.0","72,917.0","72,222.0","51.48K","0.96%"
"30/10/2014","72,222.0","72,222.0","72,917.0","72,222.0","71.32K","0.00%"
"29/10/2014","72,222.0","72,222.0","72,917.0","70,833.0","343.27K","0.97%"
"28/10/2014","71,528.0","72,222.0","72,917.0","71,528.0","158.80K","-0.96%"
"27/10/2014","72,222.0","72,917.0","73,611.0","72,222.0","189.26K","-1.89%"
"24/10/2014","73,611.0","74,305.0","74,305.0","72,917.0","137.39K","-0.93%"
"23/10/2014","74,305.0","74,305.0","75,000.0","73,611.0","214.79K","0.00%"
"22/10/2014","74,305.0","74,305.0","75,000.0","73,611.0","132.77K","0.00%"
"21/10/2014","74,305.0","73,611.0","75,000.0","72,917.0","248.37K","0.94%"
"20/10/2014","73,611.0","74,305.0","74,305.0","72,917.0","92.06K","-0.93%"
"17/10/2014","74,305.0","72,917.0","74,305.0","72,222.0","212.29K","1.90%"
"16/10/2014","72,917.0","74,305.0","75,000.0","72,917.0","421.63K","-0.94%"
"15/10/2014","73,611.0","75,000.0","75,000.0","73,611.0","290.32K","-1.85%"
"14/10/2014","75,000.0","75,694.0","75,694.0","75,000.0","153.94K","-0.92%"
"13/10/2014","75,694.0","75,694.0","76,389.0","75,000.0","129.01K","-0.91%"
"10/10/2014","76,389.0","76,389.0","76,389.0","75,000.0","196.65K","0.00%"
"09/10/2014","76,389.0","76,389.0","77,778.0","75,694.0","305.57K","0.00%"
"08/10/2014","76,389.0","73,611.0","77,778.0","73,611.0","611.99K","3.77%"
"07/10/2014","73,611.0","74,305.0","74,305.0","73,611.0","187.06K","-0.93%"
"06/10/2014","74,305.0","73,611.0","74,305.0","72,917.0","373.32K","0.00%"
"03/10/2014","74,305.0","74,305.0","75,000.0","73,611.0","281.09K","-0.93%"
"02/10/2014","75,000.0","74,305.0","75,000.0","73,611.0","126.58K","0.94%"
"01/10/2014","74,305.0","73,611.0","75,000.0","72,917.0","239.18K","1.90%"
"30/09/2014","72,917.0","72,917.0","73,611.0","72,222.0","313.27K","0.00%"
"29/09/2014","72,917.0","73,611.0","73,611.0","72,917.0","121.39K","-0.94%"
"26/09/2014","73,611.0","73,611.0","74,305.0","72,917.0","161.93K","0.00%"
"25/09/2014","73,611.0","73,611.0","74,305.0","72,917.0","165.17K","0.00%"
"24/09/2014","73,611.0","74,305.0","75,000.0","73,611.0","87.45K","-1.85%"
"23/09/2014","75,000.0","74,305.0","75,000.0","74,305.0","184.19K","0.00%"
"22/09/2014","75,000.0","73,611.0","75,694.0","73,611.0","199.64K","1.89%"
"19/09/2014","73,611.0","73,611.0","74,305.0","73,611.0","87.87K","-0.93%"
"18/09/2014","74,305.0","74,305.0","75,000.0","73,611.0","238.00K","0.00%"
"17/09/2014","74,305.0","75,000.0","75,694.0","74,305.0","145.04K","-0.93%"
"16/09/2014","75,000.0","75,000.0","75,694.0","74,305.0","117.66K","0.00%"
"15/09/2014","75,000.0","75,694.0","75,694.0","74,305.0","330.44K","-0.92%"
"12/09/2014","75,694.0","75,694.0","76,389.0","75,000.0","136.96K","0.00%"
"11/09/2014","75,694.0","75,694.0","76,389.0","75,000.0","119.16K","0.00%"
"10/09/2014","75,694.0","75,694.0","76,389.0","75,000.0","260.01K","-0.91%"
"09/09/2014","76,389.0","77,083.0","77,778.0","75,000.0","470.62K","-0.90%"
"08/09/2014","77,083.0","77,083.0","77,778.0","76,389.0","316.71K","0.00%"
"05/09/2014","77,083.0","77,778.0","77,778.0","77,083.0","368.22K","0.00%"
